注文ID,注文日,顧客ID,商品ID,商品名,カテゴリ,単価,数量,小計,割引率,割引額,売上金額,地域,支払方法
ORD03829,2024-03-11,C0358,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,札幌,コンビニ払い
ORD03830,2024-12-23,C0893,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,仙台,銀行振込
ORD03831,2024-02-07,C0698,P002,モニター,電子機器,35000,1,35000,0,0,35000,福岡,銀行振込
ORD03832,2024-01-05,C0953,P010,スマートフォン,電子機器,80000,2,160000,5,8000,152000,福岡,コンビニ払い
ORD03833,2024-11-12,C0097,P009,タブレット,電子機器,50000,2,100000,0,0,100000,大阪,代引き
ORD03834,2024-03-12,C0486,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,広島,代引き
ORD03835,2024-11-27,C0416,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,京都,コンビニ払い
ORD03836,2024-09-02,C0491,P002,モニター,電子機器,35000,5,175000,5,8750,166250,広島,銀行振込
ORD03837,2024-12-02,C0419,P009,タブレット,電子機器,50000,3,150000,5,7500,142500,福岡,コンビニ払い
ORD03838,2024-10-05,C0090,P009,タブレット,電子機器,50000,3,150000,0,0,150000,広島,銀行振込
ORD03839,2024-08-23,C0163,P007,プリンター,周辺機器,25000,1,25000,10,2500,22500,名古屋,コンビニ払い
ORD03840,2024-08-09,C0851,P007,プリンター,周辺機器,25000,2,50000,10,5000,45000,東京,銀行振込
ORD03841,2024-08-17,C0837,P007,プリンター,周辺機器,25000,1,25000,5,1250,23750,仙台,銀行振込
ORD03842,2024-04-05,C0991,P009,タブレット,電子機器,50000,5,250000,10,25000,225000,東京,コンビニ払い
ORD03843,2024-05-29,C0828,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,仙台,クレジットカード
ORD03844,2024-03-10,C0489,P006,外付けHDD,記憶媒体,10000,2,20000,10,2000,18000,京都,コンビニ払い
ORD03845,2024-03-18,C0857,P007,プリンター,周辺機器,25000,2,50000,10,5000,45000,京都,コンビニ払い
ORD03846,2024-05-31,C0935,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,仙台,クレジットカード
ORD03847,2024-06-11,C0128,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,京都,クレジットカード
ORD03848,2024-07-17,C0597,P006,外付けHDD,記憶媒体,10000,2,20000,20,4000,16000,福岡,クレジットカード
ORD03849,2024-03-12,C0360,P010,スマートフォン,電子機器,80000,3,240000,5,12000,228000,大阪,コンビニ払い
ORD03850,2024-02-11,C0439,P002,モニター,電子機器,35000,2,70000,10,7000,63000,東京,クレジットカード
ORD03851,2024-11-29,C0736,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,名古屋,代引き
ORD03852,2024-05-18,C0536,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,京都,コンビニ払い
ORD03853,2024-06-27,C0658,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,東京,銀行振込
ORD03854,2024-10-28,C0105,P004,マウス,周辺機器,3000,1,3000,0,0,3000,名古屋,代引き
ORD03855,2024-11-20,C0401,P001,ノートPC,電子機器,120000,1,120000,10,12000,108000,東京,コンビニ払い
ORD03856,2024-05-20,C0412,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,仙台,銀行振込
ORD03857,2024-04-02,C0418,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,福岡,クレジットカード
ORD03858,2024-11-20,C0173,P009,タブレット,電子機器,50000,1,50000,5,2500,47500,東京,クレジットカード
ORD03859,2024-09-12,C0832,P004,マウス,周辺機器,3000,1,3000,0,0,3000,札幌,銀行振込
ORD03860,2024-07-16,C0719,P007,プリンター,周辺機器,25000,1,25000,10,2500,22500,京都,代引き
ORD03861,2024-05-02,C0026,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,仙台,コンビニ払い
ORD03862,2024-12-19,C0313,P002,モニター,電子機器,35000,3,105000,10,10500,94500,広島,代引き
ORD03863,2024-07-27,C0738,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,広島,コンビニ払い
ORD03864,2024-04-16,C0260,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,仙台,銀行振込
ORD03865,2024-05-10,C0288,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,広島,コンビニ払い
ORD03866,2024-10-08,C0950,P009,タブレット,電子機器,50000,4,200000,0,0,200000,福岡,代引き
ORD03867,2024-09-16,C0760,P004,マウス,周辺機器,3000,2,6000,10,600,5400,福岡,代引き
ORD03868,2024-12-01,C0876,P009,タブレット,電子機器,50000,2,100000,5,5000,95000,広島,コンビニ払い
ORD03869,2024-04-20,C0531,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,仙台,銀行振込
ORD03870,2024-03-19,C0374,P001,ノートPC,電子機器,120000,4,480000,5,24000,456000,京都,クレジットカード
ORD03871,2024-09-17,C0163,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,広島,銀行振込
ORD03872,2024-12-02,C0893,P005,USBメモリ,記憶媒体,2000,2,4000,5,200,3800,広島,代引き
ORD03873,2024-10-01,C0782,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,札幌,代引き
ORD03874,2024-01-31,C0611,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,名古屋,代引き
ORD03875,2024-07-24,C0053,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,京都,銀行振込
ORD03876,2024-05-23,C0581,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,東京,コンビニ払い
ORD03877,2024-08-16,C0929,P004,マウス,周辺機器,3000,3,9000,5,450,8550,名古屋,代引き
ORD03878,2024-05-18,C0248,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,東京,クレジットカード
ORD03879,2024-08-03,C0360,P003,キーボード,周辺機器,8000,2,16000,10,1600,14400,大阪,代引き
ORD03880,2024-01-20,C0308,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,仙台,クレジットカード
ORD03881,2024-12-02,C0320,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,福岡,代引き
ORD03882,2024-04-26,C0611,P002,モニター,電子機器,35000,2,70000,5,3500,66500,札幌,銀行振込
ORD03883,2024-04-24,C0193,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,大阪,クレジットカード
ORD03884,2024-02-27,C0590,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,東京,代引き
ORD03885,2024-03-26,C0907,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,京都,代引き
ORD03886,2024-03-17,C0928,P009,タブレット,電子機器,50000,4,200000,5,10000,190000,名古屋,代引き
ORD03887,2024-02-26,C0508,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,福岡,銀行振込
ORD03888,2024-10-10,C0351,P006,外付けHDD,記憶媒体,10000,2,20000,0,0,20000,大阪,代引き
ORD03889,2024-11-19,C0844,P007,プリンター,周辺機器,25000,1,25000,10,2500,22500,大阪,銀行振込
ORD03890,2024-06-14,C0682,P002,モニター,電子機器,35000,1,35000,5,1750,33250,札幌,代引き
ORD03891,2024-07-02,C0706,P006,外付けHDD,記憶媒体,10000,3,30000,5,1500,28500,京都,クレジットカード
ORD03892,2024-08-01,C0557,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,大阪,コンビニ払い
ORD03893,2024-08-21,C0257,P004,マウス,周辺機器,3000,1,3000,5,150,2850,広島,クレジットカード
ORD03894,2024-03-12,C0384,P002,モニター,電子機器,35000,3,105000,5,5250,99750,広島,銀行振込
ORD03895,2024-08-05,C0772,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,広島,クレジットカード
ORD03896,2024-09-20,C0524,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,京都,コンビニ払い
ORD03897,2024-03-22,C0956,P001,ノートPC,電子機器,120000,5,600000,10,60000,540000,東京,コンビニ払い
ORD03898,2024-10-19,C0853,P004,マウス,周辺機器,3000,1,3000,10,300,2700,広島,銀行振込
ORD03899,2024-01-11,C0345,P004,マウス,周辺機器,3000,3,9000,10,900,8100,大阪,コンビニ払い
ORD03900,2024-09-09,C0034,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,仙台,銀行振込
ORD03901,2024-03-05,C0693,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,大阪,銀行振込
ORD03902,2024-04-20,C0942,P005,USBメモリ,記憶媒体,2000,1,2000,10,200,1800,東京,代引き
ORD03903,2024-09-14,C0666,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,名古屋,クレジットカード
ORD03904,2024-03-15,C0411,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,札幌,代引き
ORD03905,2024-01-24,C0805,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,福岡,クレジットカード
ORD03906,2024-05-06,C0371,P005,USBメモリ,記憶媒体,2000,1,2000,5,100,1900,仙台,コンビニ払い
ORD03907,2024-07-12,C0625,P008,スキャナー,周辺機器,20000,1,20000,20,4000,16000,大阪,クレジットカード
ORD03908,2024-06-18,C0767,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,札幌,代引き
ORD03909,2024-04-09,C0663,P002,モニター,電子機器,35000,5,175000,0,0,175000,札幌,銀行振込
ORD03910,2024-08-11,C0938,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,大阪,クレジットカード
ORD03911,2024-12-17,C0496,P003,キーボード,周辺機器,8000,3,24000,20,4800,19200,京都,クレジットカード
ORD03912,2024-12-13,C0418,P002,モニター,電子機器,35000,2,70000,0,0,70000,名古屋,クレジットカード
ORD03913,2024-12-10,C0400,P008,スキャナー,周辺機器,20000,3,60000,5,3000,57000,仙台,クレジットカード
ORD03914,2024-08-19,C0115,P004,マウス,周辺機器,3000,1,3000,10,300,2700,広島,銀行振込
ORD03915,2024-12-16,C0749,P010,スマートフォン,電子機器,80000,1,80000,0,0,80000,京都,銀行振込
ORD03916,2024-11-12,C0608,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,福岡,コンビニ払い
ORD03917,2024-10-17,C0224,P002,モニター,電子機器,35000,3,105000,5,5250,99750,京都,コンビニ払い
ORD03918,2024-09-04,C0141,P002,モニター,電子機器,35000,1,35000,0,0,35000,京都,コンビニ払い
ORD03919,2024-01-01,C0355,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,大阪,代引き
ORD03920,2024-04-10,C0326,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,東京,クレジットカード
ORD03921,2024-03-31,C0761,P001,ノートPC,電子機器,120000,2,240000,5,12000,228000,福岡,コンビニ払い
ORD03922,2024-10-11,C0763,P010,スマートフォン,電子機器,80000,1,80000,0,0,80000,札幌,代引き
ORD03923,2024-01-29,C0516,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,広島,コンビニ払い
ORD03924,2024-07-22,C0279,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,東京,銀行振込
ORD03925,2024-05-19,C0696,P007,プリンター,周辺機器,25000,3,75000,5,3750,71250,仙台,代引き
ORD03926,2024-11-16,C0246,P002,モニター,電子機器,35000,3,105000,0,0,105000,広島,クレジットカード
ORD03927,2024-01-23,C0681,P002,モニター,電子機器,35000,1,35000,10,3500,31500,名古屋,コンビニ払い
ORD03928,2024-03-29,C0103,P002,モニター,電子機器,35000,1,35000,0,0,35000,福岡,銀行振込
ORD03929,2024-05-23,C0559,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,札幌,銀行振込
ORD03930,2024-03-17,C0549,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,名古屋,代引き
ORD03931,2024-04-30,C0758,P003,キーボード,周辺機器,8000,1,8000,10,800,7200,福岡,クレジットカード
ORD03932,2024-12-10,C0742,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,広島,銀行振込
ORD03933,2024-07-31,C0579,P001,ノートPC,電子機器,120000,1,120000,20,24000,96000,大阪,コンビニ払い
ORD03934,2024-05-05,C0478,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,札幌,コンビニ払い
ORD03935,2024-08-07,C0044,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,東京,代引き
ORD03936,2024-03-07,C0800,P002,モニター,電子機器,35000,3,105000,0,0,105000,東京,コンビニ払い
ORD03937,2024-01-05,C0248,P008,スキャナー,周辺機器,20000,1,20000,5,1000,19000,札幌,代引き
ORD03938,2024-01-15,C0107,P009,タブレット,電子機器,50000,3,150000,0,0,150000,名古屋,銀行振込
ORD03939,2024-08-22,C0083,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,大阪,クレジットカード
ORD03940,2024-11-14,C0371,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,札幌,代引き
ORD03941,2024-08-03,C0632,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,広島,代引き
ORD03942,2024-06-22,C0191,P007,プリンター,周辺機器,25000,1,25000,10,2500,22500,京都,コンビニ払い
ORD03943,2024-09-12,C0457,P002,モニター,電子機器,35000,2,70000,5,3500,66500,大阪,コンビニ払い
ORD03944,2024-03-13,C0363,P007,プリンター,周辺機器,25000,1,25000,10,2500,22500,広島,クレジットカード
ORD03945,2024-03-09,C0557,P007,プリンター,周辺機器,25000,2,50000,5,2500,47500,福岡,クレジットカード
ORD03946,2024-07-09,C0470,P006,外付けHDD,記憶媒体,10000,2,20000,5,1000,19000,大阪,銀行振込
ORD03947,2024-10-05,C0843,P009,タブレット,電子機器,50000,4,200000,0,0,200000,東京,銀行振込
ORD03948,2024-03-12,C0684,P004,マウス,周辺機器,3000,3,9000,0,0,9000,広島,クレジットカード
ORD03949,2024-06-03,C0181,P005,USBメモリ,記憶媒体,2000,2,4000,5,200,3800,京都,コンビニ払い
ORD03950,2024-04-14,C0975,P004,マウス,周辺機器,3000,1,3000,0,0,3000,大阪,クレジットカード
ORD03951,2024-08-22,C0179,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,大阪,代引き
ORD03952,2024-04-05,C0116,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,広島,コンビニ払い
ORD03953,2024-04-16,C0028,P007,プリンター,周辺機器,25000,2,50000,5,2500,47500,札幌,コンビニ払い
ORD03954,2024-06-09,C0397,P007,プリンター,周辺機器,25000,3,75000,10,7500,67500,京都,クレジットカード
ORD03955,2024-04-20,C0799,P007,プリンター,周辺機器,25000,3,75000,10,7500,67500,福岡,クレジットカード
ORD03956,2024-01-15,C0499,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,福岡,コンビニ払い
ORD03957,2024-04-26,C0999,P002,モニター,電子機器,35000,3,105000,10,10500,94500,名古屋,銀行振込
ORD03958,2024-12-27,C0495,P010,スマートフォン,電子機器,80000,1,80000,5,4000,76000,東京,コンビニ払い
ORD03959,2024-06-17,C0066,P010,スマートフォン,電子機器,80000,1,80000,0,0,80000,東京,代引き
ORD03960,2024-01-26,C0593,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,大阪,クレジットカード
ORD03961,2024-10-05,C0526,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,名古屋,代引き
ORD03962,2024-09-02,C0021,P002,モニター,電子機器,35000,5,175000,0,0,175000,大阪,クレジットカード
ORD03963,2024-08-16,C0869,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,京都,代引き
ORD03964,2024-12-12,C0747,P008,スキャナー,周辺機器,20000,3,60000,20,12000,48000,札幌,コンビニ払い
ORD03965,2024-05-25,C0640,P010,スマートフォン,電子機器,80000,3,240000,5,12000,228000,東京,代引き
ORD03966,2024-03-23,C0128,P003,キーボード,周辺機器,8000,1,8000,5,400,7600,大阪,代引き
ORD03967,2024-10-06,C0365,P007,プリンター,周辺機器,25000,2,50000,5,2500,47500,大阪,クレジットカード
ORD03968,2024-01-05,C0217,P007,プリンター,周辺機器,25000,1,25000,5,1250,23750,仙台,コンビニ払い
ORD03969,2024-05-04,C0849,P002,モニター,電子機器,35000,2,70000,0,0,70000,大阪,銀行振込
ORD03970,2024-11-01,C0460,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,名古屋,コンビニ払い
ORD03971,2024-02-22,C0624,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,広島,銀行振込
ORD03972,2024-09-06,C0091,P009,タブレット,電子機器,50000,5,250000,0,0,250000,福岡,クレジットカード
ORD03973,2024-07-19,C0117,P009,タブレット,電子機器,50000,1,50000,0,0,50000,福岡,クレジットカード
ORD03974,2024-09-12,C0357,P002,モニター,電子機器,35000,4,140000,5,7000,133000,福岡,銀行振込
ORD03975,2024-02-28,C0432,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,大阪,銀行振込
ORD03976,2024-02-09,C0338,P008,スキャナー,周辺機器,20000,3,60000,10,6000,54000,札幌,クレジットカード
ORD03977,2024-01-24,C0855,P005,USBメモリ,記憶媒体,2000,3,6000,10,600,5400,東京,銀行振込
ORD03978,2024-08-31,C0768,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,札幌,代引き
ORD03979,2024-09-21,C0350,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,広島,銀行振込
ORD03980,2024-12-14,C0777,P010,スマートフォン,電子機器,80000,3,240000,20,48000,192000,大阪,銀行振込
ORD03981,2024-09-03,C0619,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,名古屋,銀行振込
ORD03982,2024-06-13,C0829,P006,外付けHDD,記憶媒体,10000,1,10000,5,500,9500,札幌,クレジットカード
ORD03983,2024-11-03,C0902,P003,キーボード,周辺機器,8000,2,16000,10,1600,14400,大阪,代引き
ORD03984,2024-09-09,C0839,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,名古屋,銀行振込
ORD03985,2024-07-26,C0405,P001,ノートPC,電子機器,120000,1,120000,20,24000,96000,福岡,代引き
ORD03986,2024-07-02,C0741,P005,USBメモリ,記憶媒体,2000,1,2000,5,100,1900,札幌,代引き
ORD03987,2024-04-29,C0223,P002,モニター,電子機器,35000,3,105000,5,5250,99750,東京,銀行振込
ORD03988,2024-01-05,C0534,P008,スキャナー,周辺機器,20000,3,60000,5,3000,57000,仙台,クレジットカード
ORD03989,2024-11-29,C0372,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,京都,銀行振込
ORD03990,2024-11-18,C0576,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,名古屋,クレジットカード
ORD03991,2024-08-23,C0337,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,大阪,コンビニ払い
ORD03992,2024-07-24,C0899,P009,タブレット,電子機器,50000,1,50000,0,0,50000,福岡,銀行振込
ORD03993,2024-11-14,C0464,P008,スキャナー,周辺機器,20000,1,20000,5,1000,19000,東京,コンビニ払い
ORD03994,2024-12-20,C0673,P003,キーボード,周辺機器,8000,1,8000,15,1200,6800,福岡,代引き
ORD03995,2024-01-06,C0667,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,名古屋,銀行振込
ORD03996,2024-05-18,C0538,P002,モニター,電子機器,35000,3,105000,10,10500,94500,福岡,クレジットカード
ORD03997,2024-07-29,C0445,P004,マウス,周辺機器,3000,1,3000,5,150,2850,仙台,代引き
ORD03998,2024-01-08,C0665,P002,モニター,電子機器,35000,3,105000,0,0,105000,札幌,代引き
ORD03999,2024-05-17,C0894,P003,キーボード,周辺機器,8000,2,16000,10,1600,14400,札幌,銀行振込
ORD04000,2024-12-08,C0251,P001,ノートPC,電子機器,120000,1,120000,10,12000,108000,仙台,クレジットカード
ORD04001,2024-12-23,C0422,P010,スマートフォン,電子機器,80000,2,160000,15,24000,136000,仙台,クレジットカード
ORD04002,2024-03-01,C0345,P009,タブレット,電子機器,50000,4,200000,0,0,200000,広島,代引き
ORD04003,2024-01-05,C0106,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,札幌,コンビニ払い
ORD04004,2024-06-28,C0635,P004,マウス,周辺機器,3000,3,9000,10,900,8100,大阪,銀行振込
ORD04005,2024-08-27,C0851,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,名古屋,代引き
ORD04006,2024-06-15,C0058,P002,モニター,電子機器,35000,3,105000,10,10500,94500,名古屋,コンビニ払い
ORD04007,2024-02-08,C0326,P002,モニター,電子機器,35000,1,35000,0,0,35000,広島,代引き
ORD04008,2024-11-11,C0608,P005,USBメモリ,記憶媒体,2000,1,2000,10,200,1800,名古屋,クレジットカード
ORD04009,2024-11-20,C0392,P003,キーボード,周辺機器,8000,1,8000,5,400,7600,広島,コンビニ払い
ORD04010,2024-10-25,C0794,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,名古屋,代引き
ORD04011,2024-04-29,C0096,P004,マウス,周辺機器,3000,3,9000,5,450,8550,札幌,クレジットカード
ORD04012,2024-02-03,C0694,P009,タブレット,電子機器,50000,1,50000,10,5000,45000,東京,銀行振込
ORD04013,2024-06-05,C0302,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,東京,コンビニ払い
ORD04014,2024-08-05,C0277,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,広島,銀行振込
ORD04015,2024-04-13,C0552,P005,USBメモリ,記憶媒体,2000,3,6000,10,600,5400,福岡,銀行振込
ORD04016,2024-05-11,C0105,P004,マウス,周辺機器,3000,2,6000,0,0,6000,広島,コンビニ払い
ORD04017,2024-11-09,C0520,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,広島,代引き
ORD04018,2024-05-27,C0745,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,名古屋,コンビニ払い
ORD04019,2024-11-13,C0352,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,東京,コンビニ払い
ORD04020,2024-05-17,C0592,P004,マウス,周辺機器,3000,2,6000,0,0,6000,仙台,銀行振込
ORD04021,2024-10-13,C0624,P009,タブレット,電子機器,50000,5,250000,0,0,250000,札幌,コンビニ払い
ORD04022,2024-11-19,C0438,P001,ノートPC,電子機器,120000,1,120000,10,12000,108000,広島,代引き
ORD04023,2024-06-16,C0099,P004,マウス,周辺機器,3000,2,6000,10,600,5400,京都,コンビニ払い
ORD04024,2024-06-17,C0128,P001,ノートPC,電子機器,120000,2,240000,5,12000,228000,福岡,クレジットカード
ORD04025,2024-01-20,C0281,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,名古屋,コンビニ払い
ORD04026,2024-04-18,C0661,P005,USBメモリ,記憶媒体,2000,2,4000,10,400,3600,広島,コンビニ払い
ORD04027,2024-09-21,C0604,P007,プリンター,周辺機器,25000,2,50000,5,2500,47500,札幌,コンビニ払い
ORD04028,2024-01-09,C0469,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,東京,コンビニ払い
ORD04029,2024-10-26,C0637,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,京都,クレジットカード
ORD04030,2024-02-11,C0267,P001,ノートPC,電子機器,120000,1,120000,10,12000,108000,京都,クレジットカード
ORD04031,2024-06-21,C0429,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,広島,代引き
ORD04032,2024-01-01,C0746,P006,外付けHDD,記憶媒体,10000,1,10000,10,1000,9000,広島,クレジットカード
ORD04033,2024-12-17,C0679,P002,モニター,電子機器,35000,2,70000,15,10500,59500,札幌,代引き
ORD04034,2024-10-15,C0711,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,福岡,代引き
ORD04035,2024-11-08,C0336,P007,プリンター,周辺機器,25000,3,75000,10,7500,67500,東京,代引き
ORD04036,2024-06-14,C0801,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,広島,コンビニ払い
ORD04037,2024-12-28,C0352,P010,スマートフォン,電子機器,80000,1,80000,15,12000,68000,札幌,クレジットカード
ORD04038,2024-03-10,C0446,P005,USBメモリ,記憶媒体,2000,1,2000,10,200,1800,大阪,コンビニ払い
ORD04039,2024-12-25,C0922,P009,タブレット,電子機器,50000,3,150000,5,7500,142500,仙台,コンビニ払い
ORD04040,2024-03-04,C0339,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,東京,銀行振込
ORD04041,2024-10-02,C0439,P006,外付けHDD,記憶媒体,10000,3,30000,5,1500,28500,名古屋,コンビニ払い
ORD04042,2024-06-03,C0779,P009,タブレット,電子機器,50000,1,50000,5,2500,47500,福岡,代引き
ORD04043,2024-10-20,C0881,P004,マウス,周辺機器,3000,3,9000,5,450,8550,東京,コンビニ払い
ORD04044,2024-04-10,C0227,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,東京,クレジットカード
ORD04045,2024-01-12,C0563,P002,モニター,電子機器,35000,1,35000,5,1750,33250,広島,代引き
ORD04046,2024-02-13,C0002,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,札幌,代引き
ORD04047,2024-03-16,C0537,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,広島,コンビニ払い
ORD04048,2024-01-25,C0425,P004,マウス,周辺機器,3000,2,6000,0,0,6000,名古屋,クレジットカード
ORD04049,2024-04-09,C0312,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,札幌,銀行振込
ORD04050,2024-11-17,C0521,P010,スマートフォン,電子機器,80000,2,160000,5,8000,152000,広島,銀行振込
ORD04051,2024-04-29,C0691,P002,モニター,電子機器,35000,5,175000,0,0,175000,名古屋,銀行振込
ORD04052,2024-04-23,C0091,P006,外付けHDD,記憶媒体,10000,2,20000,5,1000,19000,京都,クレジットカード
ORD04053,2024-08-17,C0309,P004,マウス,周辺機器,3000,1,3000,5,150,2850,札幌,代引き
ORD04054,2024-08-24,C0692,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,広島,銀行振込
ORD04055,2024-07-17,C0552,P004,マウス,周辺機器,3000,2,6000,15,900,5100,仙台,クレジットカード
ORD04056,2024-09-17,C0501,P010,スマートフォン,電子機器,80000,5,400000,10,40000,360000,京都,代引き
ORD04057,2024-09-10,C0701,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,札幌,銀行振込
ORD04058,2024-05-26,C0142,P009,タブレット,電子機器,50000,3,150000,0,0,150000,仙台,銀行振込
ORD04059,2024-08-16,C0986,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,福岡,コンビニ払い
ORD04060,2024-07-18,C0487,P008,スキャナー,周辺機器,20000,2,40000,20,8000,32000,札幌,クレジットカード
ORD04061,2024-05-15,C0432,P003,キーボード,周辺機器,8000,1,8000,5,400,7600,京都,代引き
ORD04062,2024-02-11,C0360,P005,USBメモリ,記憶媒体,2000,3,6000,5,300,5700,福岡,代引き
ORD04063,2024-02-15,C0785,P002,モニター,電子機器,35000,2,70000,5,3500,66500,福岡,銀行振込
ORD04064,2024-01-31,C0808,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,東京,クレジットカード
ORD04065,2024-10-19,C0816,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,広島,代引き
ORD04066,2024-07-22,C0154,P006,外付けHDD,記憶媒体,10000,3,30000,20,6000,24000,福岡,代引き
ORD04067,2024-05-14,C0982,P006,外付けHDD,記憶媒体,10000,1,10000,10,1000,9000,仙台,コンビニ払い
ORD04068,2024-07-06,C0936,P004,マウス,周辺機器,3000,2,6000,5,300,5700,福岡,銀行振込
ORD04069,2024-07-29,C0883,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,東京,代引き
ORD04070,2024-08-26,C0072,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,東京,銀行振込
ORD04071,2024-06-06,C0845,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,広島,クレジットカード
ORD04072,2024-02-10,C0514,P010,スマートフォン,電子機器,80000,3,240000,10,24000,216000,広島,代引き
ORD04073,2024-02-11,C0700,P002,モニター,電子機器,35000,3,105000,0,0,105000,仙台,銀行振込
ORD04074,2024-08-17,C0079,P005,USBメモリ,記憶媒体,2000,2,4000,5,200,3800,札幌,代引き
